AnlyTxHack__ExternalAccountId__c,Amount,CloseDate,AnlyTxHack__Company_Size__c,AnlyTxHack__Industry_Type__c,LeadSource,Name,AnlyTxHack__Opportunity_Source__c,AnlyTxHack__Region__c,StageName,Type,AnlyTxHack__Country__c
0012w00000Lz0X9AAJ,136464,03-01-2020 00:00,Over 201,Human Resource,Advertisement,Opportunity for Phillips797,Marketing,NAM,Value Proposition,New Business,China
0012w00000Lz0azAAB,2345840,05-01-2020 00:00,26-200,Human Resource,Partner,Opportunity for Beck799,Alliances,NAM,Closed Lost,New Business / Add-on,United Arab Emirates
0012w00000Lz0XgAAJ,266400,07-01-2020 00:00,0-25,Consumer Goods,Advertisement,Opportunity for George802,AE,NAM,Closed Won,Existing Business,United States of America
0012w00000Lz0doAAB,209104,09-01-2020 00:00,Over 201,Human Resource,Trade Show,Opportunity for Osborne1170,BDR,NAM,Closed Won,New Business / Add-on,India
0012w00000Lz0Y1AAJ,18960,11-01-2020 00:00,Over 201,Consumer Goods,Partner,Opportunity for Knight1172,AE,NAM,Closed Lost,New Business,The United Kingdom
0012w00000Lz0XhAAJ,1573350,12-01-2020 00:00,26-200,Entertainment,Partner,Opportunity for Carson1177,Alliances,LATAM,Closed Lost,New Business / Add-on,Russia
0012w00000Lz0eCAAR,3039400,14-01-2020 00:00,Over 201,Computer Software,Trade Show,Opportunity for Abbott1184,AE,EMEA,Closed Lost,Existing Business,Canada
0012w00000Lz0VSAAZ,1595250,15-01-2020 00:00,26-200,Human Resource,Word of mouth,Opportunity for Rice1187,Marketing,NAM,Qualification,New Business,Israel
0012w00000Lz0WcAAJ,1148850,16-01-2020 00:00,26-200,Travel,Partner,Opportunity for Vasquez1191,Marketing,APAC,Closed Lost,Existing Business,Australia
0012w00000Lz0XoAAJ,788800,17-01-2020 00:00,Over 201,Entertainment,Word of mouth,Opportunity for Tate1543,BDR,LATAM,Closed Won,New Business,Austria
0012w00000Lz0j8AAB,390885,19-01-2020 00:00,Over 201,Manufacturing,Public Relations,Opportunity for McKinney1548,AE,EMEA,Closed Won,New Business / Add-on,Belarus
0012w00000Lz0hfAAB,112725,20-01-2020 00:00,Over 201,Manufacturing,Advertisement,Opportunity for Banks1549,AE,EMEA,Closed Won,New Business,Brazil
0012w00000Lz0VEAAZ,431194,21-01-2020 00:00,Over 201,Human Resource,Web,Opportunity for Burgess1551,BDR,NAM,Closed Won,New Business / Add-on,Belgium
0012w00000Lz0TwAAJ,2218900,22-01-2020 00:00,Over 201,Construction,Advertisement,Opportunity for Reynolds1553,BDR,APAC,Closed Won,New Business / Add-on,China
0012w00000Lz0jRAAR,276000,24-01-2020 00:00,Over 201,Entertainment,Trade Show,Opportunity for Cole1563,BDR,LATAM,Qualification,New Business,United Arab Emirates
0012w00000Lz0cTAAR,313425,25-01-2020 00:00,Over 201,Manufacturing,Advertisement,Opportunity for Chapman1566,AE,EMEA,Proposal/Price Quote,New Business / Add-on,United States of America
0012w00000Lz0UTAAZ,389120,26-01-2020 00:00,0-25,Travel,Partner,Opportunity for Munoz1931,AE,APAC,Closed Won,New Business / Add-on,India
0012w00000Lz0djAAB,5280,28-01-2020 00:00,Over 201,Travel,Web,Opportunity for Joseph1936,BDR,APAC,Closed Won,New Business,The United Kingdom
0012w00000Lz0cfAAB,3145700,29-01-2020 00:00,Over 201,Entertainment,Web,Opportunity for Todd1938,BDR,LATAM,Prospecting,New Business,Russia
0012w00000Lz0iOAAR,1668500,30-01-2020 00:00,Over 201,Construction,Public Relations,Opportunity for Warner1943,AE,APAC,Needs Analysis,New Business,Canada
0012w00000Lz0eOAAR,624510,01-02-2020 00:00,Over 201,Manufacturing,Employee Referral,Opportunity for Baldwin443,Marketing,EMEA,Closed Won,New Business,Israel
0012w00000Lz0bZAAR,3168250,02-02-2020 00:00,26-200,Manufacturing,Partner,Opportunity for Gross444,BDR,EMEA,Needs Analysis,New Business / Add-on,Australia
0012w00000Lz0YnAAJ,605000,03-02-2020 00:00,Over 201,Construction,Partner,Opportunity for Barker446,AE,APAC,Closed Won,New Business,Austria
0012w00000Lz0X7AAJ,802000,06-07-2020 00:00,26-200,Consumer Goods,Web,Opportunity for Armstrong916,BDR,NAM,Closed Lost,New Business / Add-on,Belarus
0012w00000Lz0enAAB,1423890,07-07-2020 00:00,Over 201,Consumer Goods,Seminar - Internal,Opportunity for Swanson1282,AE,NAM,Closed Lost,New Business,Brazil
0012w00000Lz0j7AAB,2183750,08-07-2020 00:00,26-200,Human Resource,Web,Opportunity for Bowers1284,BDR,NAM,Closed Won,Existing Business,Belgium
0012w00000Lz0duAAB,1043830,09-07-2020 00:00,Over 201,Entertainment,Public Relations,Opportunity for Park1288,Marketing,LATAM,Qualification,New Business / Add-on,China
0012w00000Lz0UBAAZ,3712300,10-07-2020 00:00,0-25,Consumer Goods,Word of mouth,Opportunity for Stevenson1289,BDR,NAM,Closed Lost,New Business,United Arab Emirates
0012w00000Lz0giAAB,1241900,12-07-2020 00:00,Over 201,Consumer Goods,Public Relations,Opportunity for Colon1295,Marketing,NAM,Closed Lost,Existing Business,United States of America
0012w00000Lz0W5AAJ,343000,13-07-2020 00:00,Over 201,Construction,Public Relations,Opportunity for Flores1296,BDR,APAC,Closed Won,Existing Business,India
0012w00000Lz0jdAAB,424600,14-07-2020 00:00,Over 201,Construction,Trade Show,Opportunity for Baldwin1297,Marketing,APAC,Closed Lost,New Business / Add-on,The United Kingdom
0012w00000Lz0WNAAZ,1488450,15-07-2020 00:00,Over 201,Manufacturing,Seminar - Internal,Opportunity for Clark1301,Alliances,EMEA,Closed Lost,New Business / Add-on,Russia
0012w00000Lz0XUAAZ,136800,16-07-2020 00:00,0-25,Human Resource,Partner,Opportunity for Frank1303,AE,NAM,Closed Won,New Business,Canada
0012w00000Lz0brAAB,991350,17-07-2020 00:00,Over 201,Consumer Goods,Seminar - Internal,Opportunity for Baker1304,AE,NAM,Closed Won,New Business / Add-on,Israel
0012w00000Lz0cnAAB,1683185,18-07-2020 00:00,0-25,Human Resource,Partner,Opportunity for Santos1305,Marketing,NAM,Closed Lost,New Business,Australia
0012w00000Lz0VCAAZ,875880,19-07-2020 00:00,Over 201,Consumer Goods,Web,Opportunity for Nguyen1657,Marketing,NAM,Closed Won,New Business,Austria
0012w00000Lz0UBAAZ,54090,20-07-2020 00:00,0-25,Consumer Goods,Seminar - Internal,Opportunity for Jackson1662,AE,NAM,Closed Won,New Business,Belarus
0012w00000Lz0fGAAR,296805,23-07-2020 00:00,Over 201,Entertainment,Employee Referral,Opportunity for Ramsey1673,AE,LATAM,Needs Analysis,New Business,Brazil
0012w00000Lz0dJAAR,2288250,24-07-2020 00:00,26-200,Construction,Seminar - Internal,Opportunity for Taylor1674,Marketing,APAC,Qualification,New Business,Belgium
0012w00000Lz0XmAAJ,2550000,25-07-2020 00:00,26-200,Construction,Web,Opportunity for Johnston1675,Marketing,APAC,Closed Won,New Business / Add-on,China
0012w00000Lz0fmAAB,459280,26-07-2020 00:00,26-200,Computer Software,Advertisement,Opportunity for Clayton1676,Marketing,EMEA,Value Proposition,New Business,United Arab Emirates
0012w00000Lz0deAAB,128265,27-07-2020 00:00,26-200,Construction,Word of mouth,Opportunity for Chavez552,BDR,APAC,Closed Won,New Business,United States of America
0012w00000Lz0YnAAJ,79550,28-07-2020 00:00,Over 201,Construction,Word of mouth,Opportunity for Perry553,Marketing,APAC,Closed Won,New Business,India
0012w00000Lz0aKAAR,3513380,29-07-2020 00:00,Over 201,Manufacturing,Partner,Opportunity for Stokes556,BDR,EMEA,Closed Won,New Business,The United Kingdom
0012w00000Lz0csAAB,3555960,30-07-2020 00:00,26-200,Consumer Goods,Seminar - Internal,Opportunity for Franklin560,AE,NAM,Closed Won,New Business / Add-on,Russia
0012w00000Lz0iKAAR,96977,31-07-2020 00:00,0-25,Human Resource,Employee Referral,Opportunity for Lane561,Marketing,NAM,Closed Won,Existing Business,Canada
0012w00000Lz0dtAAB,644000,01-08-2020 00:00,26-200,Consumer Goods,Trade Show,Opportunity for Floyd923,Marketing,NAM,Closed Won,New Business / Add-on,Israel
0012w00000Lz0YtAAJ,802000,02-08-2020 00:00,Over 201,Computer Software,Trade Show,Opportunity for Rowe925,BDR,EMEA,Closed Won,New Business / Add-on,Australia
0012w00000Lz0axAAB,1423890,03-08-2020 00:00,0-25,Consumer Goods,Advertisement,Opportunity for Page927,AE,NAM,Prospecting,Existing Business,Austria
0012w00000Lz0clAAB,2183750,04-08-2020 00:00,Over 201,Consumer Goods,Web,Opportunity for Hicks930,BDR,NAM,Closed Won,New Business / Add-on,Belarus
0012w00000Lz0fkAAB,1043830,05-08-2020 00:00,Over 201,Manufacturing,Advertisement,Opportunity for Farmer932,Marketing,EMEA,Closed Won,New Business,Brazil
0012w00000Lz0VdAAJ,3712300,06-08-2020 00:00,0-25,Construction,Partner,Opportunity for Burton933,BDR,APAC,Closed Won,New Business / Add-on,Belgium
0012w00000Lz0dUAAR,18900,07-08-2020 00:00,0-25,Manufacturing,Word of mouth,Opportunity for Mack935,BDR,EMEA,Closed Won,New Business,China
0012w00000Lz0iOAAR,1241900,08-08-2020 00:00,Over 201,Construction,Employee Referral,Opportunity for Jefferson936,Marketing,APAC,Closed Won,New Business,United Arab Emirates
0012w00000Lz0XvAAJ,343000,09-08-2020 00:00,Over 201,Entertainment,Advertisement,Opportunity for Wong939,BDR,LATAM,Closed Won,Existing Business,United States of America
0012w00000Lz0YnAAJ,424600,10-08-2020 00:00,Over 201,Construction,Trade Show,Opportunity for Cruz1306,Marketing,APAC,Closed Won,New Business / Add-on,India
0012w00000Lz0YYAAZ,1488450,11-08-2020 00:00,26-200,Computer Software,Word of mouth,Opportunity for Johnson1307,Alliances,EMEA,Qualification,Existing Business,The United Kingdom
0012w00000Lz0ZvAAJ,136800,12-08-2020 00:00,Over 201,Construction,Advertisement,Opportunity for Pittman1309,AE,APAC,Closed Won,Existing Business,Russia
0012w00000Lz0jVAAR,991350,13-08-2020 00:00,26-200,Computer Software,Web,Opportunity for Gutierrez1322,AE,EMEA,Negotiation/Review,Existing Business,Canada
0012w00000Lz0VWAAZ,1683185,14-08-2020 00:00,26-200,Construction,Employee Referral,Opportunity for Patterson1324,Marketing,APAC,Closed Won,New Business / Add-on,Israel
0012w00000Lz0cqAAB,875880,15-08-2020 00:00,Over 201,Computer Software,Partner,Opportunity for Blair1326,Marketing,EMEA,Closed Won,New Business / Add-on,Australia
0012w00000Lz0jfAAB,54090,16-08-2020 00:00,0-25,Entertainment,Advertisement,Opportunity for Flores1679,AE,LATAM,Closed Lost,New Business / Add-on,Austria
0012w00000Lz0ZCAAZ,252545,17-08-2020 00:00,26-200,Manufacturing,Web,Opportunity for Steele1680,AE,EMEA,Negotiation/Review,Existing Business,Belarus
0012w00000Lz0fiAAB,1314400,18-08-2020 00:00,26-200,Entertainment,Partner,Opportunity for Long1689,BDR,LATAM,Closed Lost,Existing Business,Brazil
0012w00000Lz0VEAAZ,296805,19-08-2020 00:00,Over 201,Human Resource,Word of mouth,Opportunity for Barnett1692,AE,NAM,Qualification,New Business,Belgium
0012w00000Lz0f2AAB,2288250,20-08-2020 00:00,0-25,Entertainment,Partner,Opportunity for Figueroa1695,Marketing,LATAM,Proposal/Price Quote,New Business,China
0012w00000Lz0WjAAJ,2550000,21-08-2020 00:00,26-200,Travel,Partner,Opportunity for Watkins1701,Marketing,APAC,Value Proposition,New Business,United Arab Emirates
0012w00000Lz0cSAAR,459280,22-08-2020 00:00,Over 201,Human Resource,Employee Referral,Opportunity for Long562,Marketing,NAM,Closed Won,New Business / Add-on,United States of America
0012w00000Lz0b1AAB,128265,23-08-2020 00:00,Over 201,Travel,Word of mouth,Opportunity for Schneider564,BDR,APAC,Prospecting,New Business / Add-on,India
0012w00000Lz0hOAAR,79550,24-08-2020 00:00,Over 201,Consumer Goods,Trade Show,Opportunity for Reese570,Marketing,NAM,Negotiation/Review,New Business,The United Kingdom
0012w00000Lz0hBAAR,3555960,26-08-2020 00:00,26-200,Entertainment,Employee Referral,Opportunity for Watson580,AE,LATAM,Closed Won,New Business / Add-on,Russia
0012w00000Lz0WuAAJ,96977,27-08-2020 00:00,0-25,Entertainment,Word of mouth,Opportunity for Carr581,Marketing,LATAM,Closed Won,New Business,Canada
0012w00000Lz0iOAAR,644000,28-08-2020 00:00,Over 201,Construction,Partner,Opportunity for Butler582,Marketing,APAC,Closed Lost,New Business,Israel
0012w00000Lz0huAAB,802000,29-08-2020 00:00,26-200,Travel,Public Relations,Opportunity for Johnston583,BDR,APAC,Closed Lost,New Business,Australia
0012w00000Lz0dIAAR,1423890,30-08-2020 00:00,0-25,Computer Software,Employee Referral,Opportunity for Dunn946,AE,EMEA,Closed Won,New Business / Add-on,Austria
0012w00000Lz0h6AAB,2183750,31-08-2020 00:00,Over 201,Manufacturing,Advertisement,Opportunity for Davis947,BDR,EMEA,Negotiation/Review,Existing Business,Belarus
0012w00000Lz0U4AAJ,1043830,01-09-2020 00:00,Over 201,Consumer Goods,Seminar - Internal,Opportunity for Stokes949,Marketing,NAM,Closed Won,Existing Business,Brazil
0012w00000Lz0fEAAR,3712300,02-09-2020 00:00,0-25,Construction,Partner,Opportunity for Bryant952,BDR,APAC,Closed Won,New Business / Add-on,Belgium
0012w00000Lz0VSAAZ,637600,03-06-2020 00:00,26-200,Human Resource,Word of mouth,Opportunity for Rice1187,Marketing,NAM,Qualification,New Business,Austria
0012w00000Lz0WcAAJ,3729975,04-06-2020 00:00,26-200,Travel,Partner,Opportunity for Vasquez1191,AE,APAC,Closed Lost,Existing Business,Belarus
0012w00000Lz0XoAAJ,384840,05-06-2020 00:00,Over 201,Entertainment,Word of mouth,Opportunity for Tate1543,AE,LATAM,Closed Won,New Business,Brazil
0012w00000Lz0j8AAB,27800,07-06-2020 00:00,Over 201,Manufacturing,Public Relations,Opportunity for McKinney1548,Alliances,EMEA,Closed Won,New Business / Add-on,Belgium
0012w00000Lz0hfAAB,667200,08-06-2020 00:00,Over 201,Manufacturing,Advertisement,Opportunity for Banks1549,AE,EMEA,Closed Won,New Business,China
0012w00000Lz0VEAAZ,2325850,09-06-2020 00:00,Over 201,Human Resource,Web,Opportunity for Burgess1551,Alliances,NAM,Closed Won,New Business / Add-on,United Arab Emirates
0012w00000Lz0TwAAJ,638750,10-06-2020 00:00,Over 201,Construction,Advertisement,Opportunity for Reynolds1553,AE,APAC,Closed Won,New Business / Add-on,United States of America
0012w00000Lz0jRAAR,1886550,12-06-2020 00:00,Over 201,Entertainment,Trade Show,Opportunity for Cole1563,Marketing,LATAM,Qualification,New Business,India
0012w00000Lz0cTAAR,1918900,13-06-2020 00:00,Over 201,Manufacturing,Advertisement,Opportunity for Chapman1566,AE,EMEA,Proposal/Price Quote,New Business / Add-on,The United Kingdom
0012w00000Lz0cfAAB,49760,17-06-2020 00:00,Over 201,Entertainment,Web,Opportunity for Todd1938,BDR,LATAM,Prospecting,New Business,Russia
0012w00000Lz0iOAAR,364760,18-06-2020 00:00,Over 201,Construction,Public Relations,Opportunity for Warner1943,Marketing,APAC,Needs Analysis,New Business,Canada
0012w00000Lz0eOAAR,1542350,20-06-2020 00:00,Over 201,Manufacturing,Employee Referral,Opportunity for Baldwin443,BDR,EMEA,Closed Won,New Business,Israel
0012w00000Lz0bZAAR,804275,21-06-2020 00:00,26-200,Manufacturing,Partner,Opportunity for Gross444,AE,EMEA,Needs Analysis,New Business / Add-on,Australia
0012w00000Lz0YnAAJ,41500,22-06-2020 00:00,Over 201,Construction,Partner,Opportunity for Barker446,Marketing,APAC,Closed Won,New Business,Austria
0012w00000Lz0XUAAZ,40900,25-06-2020 00:00,0-25,Human Resource,Web,Opportunity for Bryan454,AE,NAM,Prospecting,New Business / Add-on,Belarus
0012w00000Lz0dzAAB,1420100,26-06-2020 00:00,Over 201,Construction,Partner,Opportunity for Mendez460,Marketing,APAC,Closed Won,New Business,Brazil
0012w00000Lz0eNAAR,316726,27-06-2020 00:00,Over 201,Human Resource,Word of mouth,Opportunity for Christensen462,AE,NAM,Closed Won,New Business,Belgium
0012w00000Lz0fFAAR,2202900,28-06-2020 00:00,26-200,Consumer Goods,Employee Referral,Opportunity for Stevenson463,BDR,NAM,Closed Won,New Business / Add-on,China
0012w00000Lz0UDAAZ,219500,30-06-2020 00:00,26-200,Human Resource,Web,Opportunity for Wolfe807,Marketing,NAM,Closed Lost,New Business,United Arab Emirates
0012w00000Lz0dtAAB,2669875,01-07-2020 00:00,26-200,Consumer Goods,Web,Opportunity for Hamilton810,Marketing,NAM,Negotiation/Review,New Business,United States of America
0012w00000Lz0XzAAJ,248276,02-07-2020 00:00,Over 201,Computer Software,Employee Referral,Opportunity for Hall811,AE,EMEA,Value Proposition,New Business,India
0012w00000Lz0hrAAB,36960,03-07-2020 00:00,Over 201,Entertainment,Employee Referral,Opportunity for Stokes814,BDR,LATAM,Closed Won,New Business / Add-on,The United Kingdom
0012w00000Lz0VTAAZ,218204,04-07-2020 00:00,Over 201,Manufacturing,Employee Referral,Opportunity for Goodman815,Marketing,EMEA,Closed Won,Existing Business,Russia
0012w00000Lz0ZoAAJ,457656,05-07-2020 00:00,0-25,Construction,Employee Referral,Opportunity for Carter816,AE,APAC,Closed Won,New Business,Canada
0012w00000Lz0c4AAB,263500,06-07-2020 00:00,Over 201,Construction,Employee Referral,Opportunity for Banks821,Alliances,APAC,Needs Analysis,New Business,Israel
0012w00000Lz0YmAAJ,2592000,07-07-2020 00:00,Over 201,Computer Software,Web,Opportunity for Johnston824,BDR,EMEA,Closed Lost,Existing Business,Australia
0012w00000Lz0eDAAR,88400,08-07-2020 00:00,Over 201,Construction,Employee Referral,Opportunity for Powell825,AE,APAC,Qualification,New Business,Austria
0012w00000Lz0YTAAZ,791500,09-07-2020 00:00,26-200,Consumer Goods,Partner,Opportunity for Parks826,Marketing,NAM,Closed Won,Existing Business,Belarus
0012w00000Lz0h5AAB,2719000,10-07-2020 00:00,Over 201,Human Resource,Word of mouth,Opportunity for Stone1195,Marketing,NAM,Closed Won,New Business,Brazil
0012w00000Lz0ieAAB,448068,11-07-2020 00:00,Over 201,Entertainment,Advertisement,Opportunity for Hayes1197,BDR,LATAM,Closed Won,Existing Business,Belgium
0012w00000Lz0ijAAB,9000,12-07-2020 00:00,26-200,Construction,Employee Referral,Opportunity for Logan1198,AE,APAC,Closed Lost,New Business,China
0012w00000Lz0hBAAR,1384600,14-07-2020 00:00,26-200,Entertainment,Employee Referral,Opportunity for Lane1202,BDR,LATAM,Value Proposition,New Business / Add-on,United Arab Emirates
0012w00000Lz0UzAAJ,39600,15-07-2020 00:00,26-200,Entertainment,Public Relations,Opportunity for Nichols1204,AE,LATAM,Closed Lost,New Business,United States of America
0012w00000Lz0bVAAR,398311,16-07-2020 00:00,Over 201,Construction,Web,Opportunity for Howard1207,Marketing,APAC,Closed Won,New Business,India
0012w00000Lz0beAAB,2339200,17-07-2020 00:00,26-200,Entertainment,Partner,Opportunity for Murray1210,Marketing,LATAM,Closed Lost,New Business / Add-on,The United Kingdom
0012w00000Lz0arAAB,388760,18-07-2020 00:00,0-25,Entertainment,Advertisement,Opportunity for Wagner1214,BDR,LATAM,Closed Won,New Business / Add-on,Russia
0012w00000Lz0VoAAJ,2101255,28-04-2020 00:00,Over 201,Manufacturing,Web,Opportunity for Guzman1338,BDR,EMEA,Closed Won,New Business / Add-on,Canada
0012w00000Lz0giAAB,3426450,30-04-2020 00:00,Over 201,Consumer Goods,Partner,Opportunity for Chavez1340,AE,NAM,Qualification,New Business,Israel
0012w00000Lz0YLAAZ,3526355,01-05-2020 00:00,0-25,Construction,Partner,Opportunity for Walker1342,AE,APAC,Closed Won,New Business,Australia
0012w00000Lz0ZsAAJ,363901,02-05-2020 00:00,Over 201,Manufacturing,Seminar - Internal,Opportunity for Sanders1345,Alliances,EMEA,Closed Won,Existing Business,Austria
0012w00000Lz0ijAAB,181882,04-05-2020 00:00,26-200,Construction,Advertisement,Opportunity for Hart1350,BDR,APAC,Closed Won,New Business,Belarus
0012w00000Lz0aGAAR,2250950,05-05-2020 00:00,Over 201,Construction,Trade Show,Opportunity for Johnson1707,Alliances,APAC,Closed Lost,New Business / Add-on,Brazil
0012w00000Lz0giAAB,1489210,07-05-2020 00:00,Over 201,Consumer Goods,Employee Referral,Opportunity for Erickson1716,AE,NAM,Closed Won,New Business / Add-on,Belgium
0012w00000Lz0d7AAB,886570,09-05-2020 00:00,26-200,Entertainment,Advertisement,Opportunity for French1719,AE,LATAM,Value Proposition,New Business,China
0012w00000Lz0X4AAJ,1840000,12-05-2020 00:00,26-200,Travel,Trade Show,Opportunity for Santiago590,AE,APAC,Prospecting,Existing Business,United Arab Emirates
0012w00000Lz0hyAAB,847450,13-05-2020 00:00,Over 201,Entertainment,Word of mouth,Opportunity for Morton591,BDR,LATAM,Qualification,New Business / Add-on,United States of America
0012w00000Lz0XJAAZ,318600,14-05-2020 00:00,26-200,Computer Software,Word of mouth,Opportunity for Reynolds593,Marketing,EMEA,Closed Lost,New Business,India
0012w00000Lz0gUAAR,57510,15-05-2020 00:00,26-200,Consumer Goods,Public Relations,Opportunity for Bowers595,BDR,NAM,Proposal/Price Quote,New Business,The United Kingdom
