AnlyTxHack__ExternalAccountId__c,AMOUNT,CLOSEDATE,AnlyTxHack__Company_Size__c,AnlyTxHack__Country__c,AnlyTxHack__Industry_Type__c,LEADSOURCE,NAME,STAGENAME,TYPE
0012w00000LRfgpAAD,2202900,2020-06-28,26-200,China,Consumer Goods,Employee Referral,Opportunity for Stevenson463,Closed Won,New Business / Add-on
0012w00000LRfhaAAD,1422600,2020-06-28,0-25,United Arab Emirates,Consumer Goods,Trade Show,Opportunity for McCarthy999,Closed Won,New Business
0012w00000LRfq3AAD,1595250,2020-06-28,Over 201,United States of America,Computer Software,Trade Show,Opportunity for McCormick23,Needs Analysis,New Business
0012w00000LRflIAAT,1471800,2020-06-29,Over 201,Russia,Construction,Web,Opportunity for Keller1100,Needs Analysis,Existing Business
0012w00000LRfrJAAT,459280,2020-06-29,0-25,Belarus,Computer Software,Employee Referral,Opportunity for Morales903,Prospecting,New Business / Add-on
0012w00000LRfuCAAT,1191000,2020-06-29,0-25,United States of America,Consumer Goods,Employee Referral,Opportunity for Chavez1002,Closed Won,New Business
0012w00000LRflHAAT,888500,2020-06-29,26-200,Russia,Computer Software,Employee Referral,Opportunity for Montgomery1103,Prospecting,New Business
0012w00000LRfjiAAD,424836,2020-06-29,Over 201,The United Kingdom,Travel,Partner,Opportunity for Arnold464,Closed Lost,New Business / Add-on
0012w00000LRftJAAT,3314900,2020-06-29,Over 201,China,Entertainment,Web,Opportunity for Williamson906,Closed Lost,New Business / Add-on
0012w00000LRfhmAAD,1148850,2020-06-29,Over 201,Austria,Health Care,Trade Show,Opportunity for Cox29,Closed Won,Existing Business
0012w00000LRfhSAAT,1684910,2020-06-30,Over 201,United Arab Emirates,Construction,Word of mouth,Opportunity for Black908,Closed Lost,New Business
0012w00000LRfviAAD,209955,2020-06-30,26-200,Canada,Entertainment,Advertisement,Opportunity for Todd1101,Qualification,New Business
0012w00000LRfrJAAT,697750,2020-06-30,0-25,Brazil,Computer Software,Word of mouth,Opportunity for Luna1104,Negotiation/Review,New Business / Add-on
0012w00000LRfipAAD,128265,2020-06-30,0-25,Australia,Travel,Trade Show,Opportunity for Doyle904,Value Proposition,New Business
0012w00000LRfimAAD,2880800,2020-06-30,26-200,Australia,Travel,Public Relations,Opportunity for Walsh1003,Closed Lost,New Business
0012w00000LRfryAAD,788800,2020-06-30,Over 201,Belarus,Entertainment,Trade Show,Opportunity for Butler33,Closed Lost,New Business / Add-on
0012w00000LRfk5AAD,219500,2020-06-30,26-200,United Arab Emirates,Health Care,Web,Opportunity for Wolfe807,Closed Won,New Business
0012w00000LRfsiAAD,482760,2020-07-01,Over 201,United States of America,Consumer Goods,Web,Opportunity for Brady910,Closed Won,New Business / Add-on
0012w00000LRforAAD,2371900,2020-07-01,Over 201,Russia,Entertainment,Employee Referral,Opportunity for Myers1105,Qualification,New Business / Add-on
0012w00000LRflHAAT,1648300,2020-07-01,26-200,Israel,Computer Software,Employee Referral,Opportunity for Montgomery1103,Closed Won,New Business
0012w00000LRftIAAT,2669875,2020-07-01,26-200,United States of America,Consumer Goods,Web,Opportunity for Hamilton810,Negotiation/Review,New Business
0012w00000LRftJAAT,79550,2020-07-01,Over 201,Austria,Entertainment,Web,Opportunity for Williamson906,Closed Lost,New Business / Add-on
0012w00000LRfmHAAT,88200,2020-07-01,Over 201,Brazil,Health Care,Trade Show,Opportunity for Alvarez35,Closed Won,Existing Business
0012w00000LRfiMAAT,775200,2020-07-01,26-200,India,Health Care,Trade Show,Opportunity for Vasquez1005,Closed Won,New Business
0012w00000LRfmCAAT,390885,2020-07-02,0-25,Belgium,Travel,Partner,Opportunity for Nunez37,Closed Lost,New Business / Add-on
0012w00000LRfrJAAT,559660,2020-07-02,0-25,The United Kingdom,Computer Software,Word of mouth,Opportunity for Luna1104,Closed Won,New Business / Add-on
0012w00000LRfpcAAD,355680,2020-07-02,26-200,The United Kingdom,Entertainment,Advertisement,Opportunity for Holmes1012,Closed Lost,New Business
0012w00000LRfogAAD,1527725,2020-07-02,Over 201,United Arab Emirates,Travel,Word of mouth,Opportunity for Jacobs1106,Closed Lost,New Business
0012w00000LRftnAAD,248276,2020-07-02,Over 201,India,Computer Software,Employee Referral,Opportunity for Hall811,Value Proposition,New Business
0012w00000LRfhoAAD,19700,2020-07-02,Over 201,Russia,Travel,Trade Show,Opportunity for Evans911,Proposal/Price Quote,New Business
0012w00000LRfhSAAT,3513380,2020-07-02,Over 201,Belarus,Construction,Word of mouth,Opportunity for Black908,Closed Lost,New Business
0012w00000LRfnaAAD,439140,2020-07-03,0-25,Canada,Manufacturing,Trade Show,Opportunity for Parsons1107,Closed Lost,New Business / Add-on
0012w00000LRforAAD,470298,2020-07-03,Over 201,Australia,Entertainment,Employee Referral,Opportunity for Myers1105,Qualification,New Business / Add-on
0012w00000LRfkDAAT,330090,2020-07-03,Over 201,Russia,Manufacturing,Partner,Opportunity for Richardson1013,Closed Won,Existing Business
0012w00000LRfhhAAD,975175,2020-07-03,Over 201,Russia,Travel,Advertisement,Opportunity for West913,Closed Lost,New Business
0012w00000LRfw1AAD,112725,2020-07-03,Over 201,Austria,Travel,Partner,Opportunity for Wilkins38,Closed Lost,New Business / Add-on
0012w00000LRfsiAAD,3555960,2020-07-03,Over 201,Brazil,Consumer Goods,Web,Opportunity for Brady910,Closed Won,New Business / Add-on
0012w00000LRfnUAAT,36960,2020-07-03,Over 201,The United Kingdom,Entertainment,Employee Referral,Opportunity for Stokes814,Closed Lost,New Business / Add-on
0012w00000LRfriAAD,1535500,2020-07-04,26-200,India,Consumer Goods,Web,Opportunity for Armstrong916,Closed Lost,New Business / Add-on
0012w00000LRfq2AAD,499523,2020-07-04,Over 201,Israel,Travel,Trade Show,Opportunity for Gardner1110,Closed Lost,New Business
0012w00000LRfhoAAD,16977,2020-07-04,Over 201,Canada,Travel,Trade Show,Opportunity for Evans911,Proposal/Price Quote,New Business
0012w00000LRfpiAAD,269400,2020-07-04,Over 201,Canada,Consumer Goods,Web,Opportunity for Floyd1015,Qualification,New Business
0012w00000LRfnhAAD,218204,2020-07-04,Over 201,Russia,Manufacturing,Employee Referral,Opportunity for Goodman815,Closed Won,Existing Business
0012w00000LRfogAAD,1046380,2020-07-04,Over 201,United Arab Emirates,Travel,Word of mouth,Opportunity for Jacobs1106,Closed Lost,New Business
0012w00000LRfjeAAD,431194,2020-07-04,Over 201,China,Health Care,Web,Opportunity for Stevens152,Closed Won,Existing Business
0012w00000LRfvxAAD,213440,2020-07-05,Over 201,The United Kingdom,Consumer Goods,Seminar - Internal,Opportunity for Swanson1282,Closed Lost,New Business
0012w00000LRfhhAAD,644000,2020-07-05,Over 201,The United Kingdom,Travel,Advertisement,Opportunity for West913,Closed Lost,New Business
0012w00000LRfvgAAD,2218900,2020-07-05,Over 201,United Arab Emirates,Construction,Public Relations,Opportunity for Vega154,Closed Won,New Business
0012w00000LRfnaAAD,58840,2020-07-05,0-25,Austria,Manufacturing,Trade Show,Opportunity for Parsons1107,Closed Lost,New Business / Add-on
0012w00000LRfkyAAD,352350,2020-07-05,Over 201,United States of America,Travel,Employee Referral,Opportunity for Harrington1112,Closed Lost,New Business
0012w00000LRfgfAAD,457656,2020-07-05,0-25,Canada,Construction,Employee Referral,Opportunity for Carter816,Closed Won,New Business
0012w00000LRfkpAAD,2348890,2020-07-05,Over 201,Russia,Computer Software,Web,Opportunity for Kennedy1017,Closed Won,Existing Business
0012w00000LRflNAAT,3173450,2020-07-06,Over 201,United States of America,Travel,Web,Opportunity for Moss156,Closed Lost,New Business / Add-on
0012w00000LRfriAAD,802000,2020-07-06,26-200,Belarus,Consumer Goods,Web,Opportunity for Armstrong916,Closed Lost,New Business / Add-on
0012w00000LRfq2AAD,965700,2020-07-06,Over 201,Belarus,Travel,Trade Show,Opportunity for Gardner1110,Closed Lost,New Business
0012w00000LRfmwAAD,263500,2020-07-06,Over 201,Israel,Construction,Employee Referral,Opportunity for Banks821,Needs Analysis,New Business
0012w00000LRfr7AAD,389648,2020-07-06,26-200,Russia,Health Care,Web,Opportunity for Bowers1284,Closed Won,Existing Business
0012w00000LRfiMAAT,499733,2020-07-06,26-200,Israel,Health Care,Trade Show,Opportunity for Collier1376,Closed Won,New Business
0012w00000LRfvqAAD,762410,2020-07-06,26-200,Australia,Health Care,Employee Referral,Opportunity for Rodriquez1114,Closed Won,New Business
0012w00000LRftJAAT,830400,2020-07-07,Over 201,Canada,Entertainment,Public Relations,Opportunity for Park1288,Qualification,New Business / Add-on
0012w00000LRfrIAAT,276000,2020-07-07,26-200,India,Travel,Employee Referral,Opportunity for Hunt157,Value Proposition,New Business
0012w00000LRfvxAAD,1423890,2020-07-07,Over 201,Brazil,Consumer Goods,Seminar - Internal,Opportunity for Swanson1282,Closed Lost,New Business
0012w00000LRfjVAAT,401291,2020-07-07,0-25,Australia,Consumer Goods,Advertisement,Opportunity for Bridges1377,Closed Won,New Business
0012w00000LRfvNAAT,2592000,2020-07-07,Over 201,Australia,Computer Software,Web,Opportunity for Johnston824,Closed Lost,Existing Business
0012w00000LRfkyAAD,3077200,2020-07-07,Over 201,United States of America,Travel,Employee Referral,Opportunity for Harrington1112,Closed Lost,New Business
0012w00000LRfvcAAD,786220,2020-07-07,0-25,Austria,Health Care,Employee Referral,Opportunity for Tyler1115,Closed Won,New Business / Add-on
0012w00000LRfjFAAT,3615050,2020-07-08,0-25,Israel,Consumer Goods,Word of mouth,Opportunity for Stevenson1289,Closed Lost,New Business
0012w00000LRfjFAAT,339815,2020-07-08,0-25,Belarus,Consumer Goods,Employee Referral,Opportunity for West1117,Closed Won,New Business
0012w00000LRfiYAAT,313425,2020-07-08,Over 201,The United Kingdom,Travel,Advertisement,Opportunity for Todd162,Qualification,New Business / Add-on
0012w00000LRfhJAAT,1590600,2020-07-08,0-25,Austria,Travel,Partner,Opportunity for Elliott1378,Prospecting,New Business
0012w00000LRfu4AAD,88400,2020-07-08,Over 201,Austria,Construction,Employee Referral,Opportunity for Powell825,Qualification,New Business
0012w00000LRfr7AAD,2183750,2020-07-08,26-200,Belgium,Health Care,Web,Opportunity for Bowers1284,Closed Won,Existing Business
0012w00000LRfvqAAD,284678,2020-07-08,26-200,Brazil,Health Care,Employee Referral,Opportunity for Rodriquez1114,Closed Won,New Business
0012w00000LRftJAAT,1043830,2020-07-09,Over 201,China,Entertainment,Public Relations,Opportunity for Park1288,Qualification,New Business / Add-on
0012w00000LRfhnAAD,89230,2020-07-09,Over 201,Belarus,Manufacturing,Advertisement,Opportunity for Ray1381,Closed Won,New Business / Add-on
0012w00000LRfv4AAD,791500,2020-07-09,26-200,Belarus,Consumer Goods,Partner,Opportunity for Parks826,Closed Won,Existing Business
0012w00000LRfodAAD,342886,2020-07-09,Over 201,Canada,Travel,Partner,Opportunity for Ball1294,Closed Lost,Existing Business
0012w00000LRftjAAD,389120,2020-07-09,Over 201,Russia,Entertainment,Word of mouth,Opportunity for Snyder164,Closed Lost,New Business
0012w00000LRfkYAAT,3907275,2020-07-09,Over 201,Brazil,Health Care,Seminar - Internal,Opportunity for Rodriquez1469,Closed Won,New Business / Add-on
0012w00000LRfvcAAD,207240,2020-07-09,0-25,Belgium,Health Care,Employee Referral,Opportunity for Tyler1115,Closed Won,New Business / Add-on
0012w00000LRfk0AAD,7425,2020-07-10,Over 201,Australia,Consumer Goods,Public Relations,Opportunity for Colon1295,Closed Lost,Existing Business
0012w00000LRfiyAAD,436500,2020-07-10,Over 201,Belgium,Construction,Seminar - Internal,Opportunity for Martin1471,Closed Won,New Business
0012w00000LRfjFAAT,3712300,2020-07-10,0-25,United Arab Emirates,Consumer Goods,Word of mouth,Opportunity for Stevenson1289,Closed Lost,New Business
0012w00000LRfjFAAT,470865,2020-07-10,0-25,China,Consumer Goods,Employee Referral,Opportunity for West1117,Closed Won,New Business
0012w00000LRfnuAAD,794270,2020-07-10,Over 201,Brazil,Entertainment,Public Relations,Opportunity for Ryan1382,Closed Lost,New Business / Add-on
0012w00000LRfsQAAT,1241600,2020-07-10,Over 201,Belarus,Travel,Partner,Opportunity for Nichols171,Closed Lost,New Business
0012w00000LRflAAAT,2719000,2020-07-10,Over 201,Brazil,Health Care,Word of mouth,Opportunity for Stone1195,Closed Won,New Business
0012w00000LRfuQAAT,937550,2020-07-11,26-200,China,Construction,Word of mouth,Opportunity for Simpson1472,Value Proposition,New Business
0012w00000LRfpWAAT,198000,2020-07-11,Over 201,Austria,Construction,Public Relations,Opportunity for Flores1296,Closed Won,Existing Business
0012w00000LRfodAAD,18900,2020-07-11,Over 201,Russia,Travel,Partner,Opportunity for Ball1294,Closed Lost,Existing Business
0012w00000LRfl0AAD,5280,2020-07-11,Over 201,Canada,Construction,Trade Show,Opportunity for Robinson174,Closed Lost,New Business / Add-on
0012w00000LRfhjAAD,3164200,2020-07-11,Over 201,Belgium,Construction,Partner,Opportunity for Washington1383,Closed Won,New Business / Add-on
0012w00000LRfq9AAD,448068,2020-07-11,Over 201,Belgium,Entertainment,Advertisement,Opportunity for Hayes1197,Closed Lost,Existing Business
0012w00000LRfkYAAT,1417400,2020-07-11,Over 201,United Arab Emirates,Health Care,Seminar - Internal,Opportunity for Rodriquez1469,Closed Won,New Business / Add-on
0012w00000LRfsSAAT,480891,2020-07-12,Over 201,Belarus,Construction,Trade Show,Opportunity for Baldwin1297,Closed Lost,New Business / Add-on
0012w00000LRfmZAAT,3145700,2020-07-12,0-25,Israel,Travel,Seminar - Internal,Opportunity for Cunningham175,Closed Lost,New Business / Add-on
0012w00000LRfk0AAD,1241900,2020-07-12,Over 201,United States of America,Consumer Goods,Public Relations,Opportunity for Colon1295,Closed Lost,Existing Business
0012w00000LRfiyAAD,1417400,2020-07-12,Over 201,United States of America,Construction,Seminar - Internal,Opportunity for Martin1471,Closed Won,New Business
0012w00000LRfkLAAT,164700,2020-07-12,0-25,India,Travel,Trade Show,Opportunity for Santos1475,Perception Analysis,New Business / Add-on
0012w00000LRfqEAAT,9000,2020-07-12,26-200,China,Construction,Employee Referral,Opportunity for Logan1198,Closed Lost,New Business
0012w00000LRfkFAAT,110360,2020-07-12,0-25,United States of America,Computer Software,Word of mouth,Opportunity for Griffin1384,Closed Won,New Business
0012w00000LRfpeAAD,3990000,2020-07-13,Over 201,Brazil,Manufacturing,Seminar - Internal,Opportunity for Clark1301,Closed Lost,New Business / Add-on
0012w00000LRflWAAT,1668500,2020-07-13,Over 201,Australia,Construction,Web,Opportunity for Bush283,Closed Lost,New Business
0012w00000LRfpWAAT,343000,2020-07-13,Over 201,India,Construction,Public Relations,Opportunity for Flores1296,Closed Won,Existing Business
0012w00000LRfuQAAT,32400,2020-07-13,26-200,India,Construction,Word of mouth,Opportunity for Simpson1472,Value Proposition,New Business
0012w00000LRfnlAAD,22520,2020-07-13,0-25,The United Kingdom,Consumer Goods,Word of mouth,Opportunity for Harmon1481,Closed Won,New Business
0012w00000LRfieAAD,2346320,2020-07-13,26-200,China,Manufacturing,Word of mouth,Opportunity for Simpson1385,Closed Won,New Business
0012w00000LRfn9AAD,1740500,2020-07-13,Over 201,China,Computer Software,Trade Show,Opportunity for Owens1201,Negotiation/Review,New Business
0012w00000LRfgYAAT,157900,2020-07-14,Over 201,Austria,Entertainment,Employee Referral,Opportunity for Pearson288,Qualification,New Business
0012w00000LRfsSAAT,424600,2020-07-14,Over 201,The United Kingdom,Construction,Trade Show,Opportunity for Baldwin1297,Closed Lost,New Business / Add-on
0012w00000LRfkLAAT,240747,2020-07-14,0-25,The United Kingdom,Travel,Trade Show,Opportunity for Santos1475,Perception Analysis,New Business / Add-on
0012w00000LRfuGAAT,53325,2020-07-14,26-200,Russia,Travel,Employee Referral,Opportunity for Reed1483,Needs Analysis,New Business
0012w00000LRftvAAD,208600,2020-07-14,0-25,United Arab Emirates,Travel,Seminar - Internal,Opportunity for Newman1387,Closed Lost,Existing Business
0012w00000LRfm2AAD,1384600,2020-07-14,26-200,United Arab Emirates,Entertainment,Employee Referral,Opportunity for Lane1202,Value Proposition,New Business / Add-on
0012w00000LRfsrAAD,119967,2020-07-14,0-25,Belgium,Health Care,Partner,Opportunity for Frank1303,Closed Won,New Business
0012w00000LRfv6AAD,449660,2020-07-14,Over 201,Belarus,Health Care,Partner,Opportunity for Marsh1806,Closed Won,New Business / Add-on
0012w00000LRflzAAD,2008900,2020-07-15,Over 201,China,Consumer Goods,Seminar - Internal,Opportunity for Baker1304,Closed Won,New Business / Add-on
0012w00000LRfpeAAD,1488450,2020-07-15,Over 201,Russia,Manufacturing,Seminar - Internal,Opportunity for Clark1301,Closed Lost,New Business / Add-on
0012w00000LRfi8AAD,356880,2020-07-15,0-25,Canada,Manufacturing,Employee Referral,Opportunity for Klein1486,Qualification,New Business
0012w00000LRfiLAAT,374162,2020-07-15,0-25,United States of America,Entertainment,Web,Opportunity for Boone1390,Qualification,New Business
0012w00000LRfnlAAD,21640,2020-07-15,0-25,Russia,Consumer Goods,Word of mouth,Opportunity for Harmon1481,Closed Won,New Business
0012w00000LRfmPAAT,39600,2020-07-15,26-200,United States of America,Entertainment,Public Relations,Opportunity for Nichols1204,Closed Lost,New Business
0012w00000LRfm9AAD,624510,2020-07-15,Over 201,Belarus,Entertainment,Web,Opportunity for Higgins293,Closed Lost,Existing Business
0012w00000LRfgdAAD,3168250,2020-07-16,26-200,Brazil,Travel,Employee Referral,Opportunity for Armstrong296,Perception Analysis,New Business
0012w00000LRfuGAAT,1249000,2020-07-16,26-200,Canada,Travel,Employee Referral,Opportunity for Reed1483,Needs Analysis,New Business
0012w00000LRfkqAAD,398311,2020-07-16,Over 201,India,Construction,Web,Opportunity for Howard1207,Closed Won,New Business
0012w00000LRfheAAD,2155875,2020-07-16,0-25,Israel,Entertainment,Word of mouth,Opportunity for Stone1492,Closed Lost,New Business
0012w00000LRfgaAAD,392207,2020-07-16,0-25,India,Entertainment,Employee Referral,Opportunity for Herrera1391,Closed Lost,New Business / Add-on
0012w00000LRfsrAAD,136800,2020-07-16,0-25,Canada,Health Care,Partner,Opportunity for Frank1303,Closed Won,New Business
